regulator	target	beta.sign.sum	beta.non.zero	var.exp.median	var.exp.ranksum	prior
Foxo1	Pacsin1	19	19	0	325468.5	1
Tbx21	Gart	-17	17	0	325513.5	0
Klf4	Lamc1	17	17	0	325570	1
Stat4	Ms4a6c	-18	18	0	325597	1
Tbx21	Arfgap3	19	19	0	325638.5	0
Mxi1	Sox4	17	17	0	325717.5	0
Fbxo18	Dpp4	18	18	0	325755.5	0
Pou2f2	Gusb	-18	18	0	325762	0
Dnmt3a	Phldb1	20	20	0	325800	0
Klf3	Ripk1	19	19	0	325868.5	0
Ercc5	Cacna1s	20	20	0	325911.5	0
Egr3	Adam19	-19	19	0	325938.5	1
Klf4	Utp20	-17	17	0	325946	0
Stat2	Furin	-19	19	0	325948.5	0
Rara	Il21	-18	18	0	325955.5	1
Exo1	Idi1	19	19	0	326002.5	0
Stat2	A2ld1	-19	19	0	326042.5	1
Arid3a	Ifitm3	-19	19	0	326127	0
Atf6	Ets1	19	19	0	326249	0
Zfp239	Nme4	17	17	0	326269	0
Ing2	Uros	-19	19	0	326287.5	0
Stat3	Emp1	18	18	0	326364.5	1
Klf7	P4hb	18	18	0	326404.5	1
Kdm2b	Mbtd1	18	18	0	326419.5	1
Bcl3	Ankra2	-20	20	0	326431.5	1
Arid5a	Mgll	20	20	0	326527	1
Maf	Gata3	19	19	0	326593	1
Rel	Gpr65	19	19	0	326621	1
Nucb2	Lgals3	18	18	0	326661.5	0
Pou2f2	Slc25a38	17	17	0	326745.5	1
Zfp239	Dynll2	18	18	0	326779.5	0
Eomes	Mtss1	-20	20	0	326805	1
Akna	Cd83	17	17	0	326845	0
Atf6	Tal2	-17	17	0	326911.5	0
Rxra	Procr	19	19	0	326954.5	1
Klf10	Tnfrsf25	19	19	0	327001.5	0
Rxra	Scin	19	19	0	327024	1
Batf	Klf3	-17	17	0	327047	0
Gata3	1700081l11rik	19	19	0	327196.5	0
Runx1	Galm	20	20	0	327250	1
Creb1	Gpr83	-19	19	0	327513.5	0
Zfp239	Bpnt1	18	18	0	327588.5	0
Irf5	Nfkb1	18	18	0	327735	1
Impdh1	Wisp1	-19	19	0	327847.5	0
Stat2	Papolg	20	20	0	327948.5	1
Batf3	Ccrn4l	19	19	0	328055	0
Nupr1	Nedd4	17	17	0	328156.5	0
Runx1	Slamf7	-20	20	0	328557.5	1
Gata3	Bcl11b	20	20	0	328615	1
Ikzf3	Ppp1cc	18	18	0	328644	0
Nfatc1	Ncoa1	-18	18	0	328716.5	1
Irf5	Trp53i13	-18	18	0	328785.5	0
Ets2	Zyg11b	18	18	0	328798.5	0
Trim24	Prkcd	19	19	0	328892	0
Bcl3	Gimap7	-17	17	0	328946.5	0
Irf4	Pgm1	20	20	0	329181	0
Hmgn1	Cyp2s1	-18	18	0	329519	0
Ets1	Wdfy2	-19	19	0	329550	1
Prkrir	4930420k17rik	18	18	0	329774	0
Dnmt3a	Ltb4r1	-19	19	0	329806.5	0
Rxra	Tes	19	19	0	329832.5	1
Rxra	Tpd52	20	20	0	330007	1
Tbx21	Sema4a	17	17	0	330046	0
Rara	Ctla2b	-17	17	0	330103.5	0
Stat2	Plod3	-18	18	0	330104	0
Atf6	Dbt	-18	18	0	330137	0
Myb	B4galnt1	-19	19	0	330306.5	0
Mxi1	Tal2	-17	17	0	330379	0
Tbx21	Rab4b	18	18	0	330547.5	0
Irf5	Tnfsf8	18	18	0	330634.5	1
Dnmt3b	Atp6v1d	-18	18	0	330804.5	0
Rel	Nfyb	17	17	0	330809	0
Klf10	Vav1	18	18	0	330859	0
Dnmt3a	Ifitm1	18	18	0	330955.5	0
Maf	Actn1	17	17	0	331043	1
Zfp36l1	Pccb	-18	18	0	331099	0
Ifih1	Parp8	17	17	0	331106.5	0
Hif1a	Sap30	18	18	0	331159.5	1
Rara	Fasl	17	17	0	331514.5	1
Max	Plagl1	19	19	0	331679	1
Arid3a	Tm9sf4	-18	18	0	331937.5	0
Pou2f2	Trim24	18	18	0	331946	1
Pou2f2	0610007p14rik	-17	17	0	332392.5	0
Irf5	Aste1	19	19	0	332610.5	0
Crem	D1ertd622e	19	19	0	332621	0
Creb1	Il21	-17	17	0	332744	0
Stat3	Clic1	16	16	0	332783	1
Pbx2	Ass1	-18	18	0	332905	0
Ikzf3	Psme1	-17	17	0	332912.5	0
Aes	Emp3	17	17	0	332923.5	0
Gfi1	Tpd52	18	18	0	332947	1
Rara	Cacna1s	19	19	0	333045.5	0
Nfil3	Abcg2	18	18	0	333073.5	1
Stat3	Ube2v1	-19	19	0	333222	1
Tbx21	Txk	17	17	0	333256	0
Mafg	Rgs16	-16	16	0	333392	0
Nupr1	Ppp3cc	18	18	0	333595.5	0
Tal2	Gpr65	-18	18	0	333650	0
Sox4	Slc1a4	-17	17	0	333704.5	1
H1f0	Zfp36l1	-16	16	0	333936.5	0
Irf4	3110057o12rik	18	18	0	334075.5	0
Nfyb	Pet112l	16	16	0	334173	0
Klf4	Lst1	18	18	0	334345	1
Sra1	Tle6	17	17	0	334415.5	0
Satb1	Fosl2	18	18	0	334421.5	0
Pou2f2	Tox	18	18	0	334444	1
Pou2f2	Bcl2l11	18	18	0	334523.5	0
Rbpj	Trim24	18	18	0	334529	0
Sox4	Pex19	-19	19	0	334816.5	1
Aes	Pomt2	-18	18	0	334906.5	0
Zbed4	Phtf2	17	17	0	334941.5	0
Klf7	Lamc1	16	16	0	334964	1
Mxi1	Dcxr	-16	16	0	334966	0
Rel	Bzw2	-17	17	0	335131.5	0
Trib3	Slc1a4	16	16	0	335385.5	0
Pcbp4	Cst3	18	18	0	335419	0
Vax2	Papolg	-18	18	0	335553.5	0
Foxp1	Aldoa	-17	17	0	335625.5	0
Pou2f2	Dusp2	17	17	0	335663.5	1
Tbx21	Gimap4	16	16	0	335805.5	0
Myb	Adam19	17	17	0	335832	1
Tcf12	Lif	18	18	0	335869	1
Batf	Cldnd1	18	18	0	335873	1
Klf4	Gdi1	18	18	0	336122	1
Gfi1	Rgs11	18	18	0	336143	0
Fbxo18	Dyx1c1	17	17	0	336222	0
Rbpj	Ell2	19	19	0	336295.5	1
Rora	Adam19	17	17	0	336395.5	1
Mafg	Nfkb1	-17	17	0	336425.5	1
Max	Pdcd1lg2	18	18	0	336445	1
Klf7	Unc119b	17	17	0	336490	1
Nfkb1	Utp20	16	16	0	336582	1
Ikzf3	Flna	17	17	0	336595.5	0
Creb1	Stap1	17	17	0	336656	0
Sox4	Ms4a4b	16	16	0	336744	1
Pou2f2	Mbtd1	16	16	0	336779	1
Dnmt3a	Ccl1	18	18	0	336808.5	0
Sox4	Apobec1	17	17	0	336831	1
Cebpb	Sesn1	18	18	0	337247	1
Batf	Zscan21	-18	18	0	337267.5	1
Aes	Crtam	-16	16	0	337318	0
Runx1	Bc002230	18	18	0	337392.5	0
Rxra	Sdcbp2	18	18	0	337426	1
Lrrfip1	Tcf25	17	17	0	337502	0
Klf4	Trim24	18	18	0	337531.5	1
Klf10	Smox	17	17	0	337585.5	0
Stat2	Icam1	18	18	0	337704.5	1
Impdh1	Narf	-17	17	0	337715	0
Max	Ormdl1	16	16	0	337737.5	0
Nfkb1	Sema4f	-17	17	0	337760.5	0
Nupr1	Lst1	18	18	0	337845	0
Nfe2l2	H2-q10	16	16	0	337848	0
Max	Smg5	-18	18	0	337933	1
Cebpb	Itpr1	18	18	0	337972	1
Zfp239	Tmem71	-17	17	0	338047	0
Myb	Ifi203	-16	16	0	338057	0
Stat3	Ubtd1	18	18	0	338071	1
Sap30	H2-q10	17	17	0	338239	0
Creb1	Stat3	-17	17	0	338297.5	0
Egr2	Sesn3	16	16	0	338331.5	1
H1f0	Nedd4	16	16	0	338634.5	0
Exo1	Ehd4	18	18	0	338785	0
Ifih1	Fasl	18	18	0	338808	0
Myb	Emp1	16	16	0	338872.5	1
Bcl3	1190002n15rik	-18	18	0	338946	0
Mxi1	Perp	-17	17	0	338959	0
Ski	Tmed3	-16	16	0	339052	0
Rara	Rad52	-16	16	0	339143	0
Nfe2l2	Fez2	16	16	0	339195.5	1
Mxi1	Piga	-17	17	0	339241.5	0
Gata3	Wee1	-17	17	0	339279.5	1
Rara	Chm	-16	16	0	339454	0
Egr3	Sytl3	-18	18	0	339579.5	1
Ets2	Ypel5	16	16	0	339653	1
Stat3	Cadm1	18	18	0	339681	1
H2afx	Retsat	18	18	0	339687	0
Fosl2	Pycr1	-17	17	0	339699.5	1
Tbx21	Hook2	17	17	0	339860.5	0
Exo1	Helb	16	16	0	339881.5	0
Klf4	Ndrg4	17	17	0	340200	0
Rxra	Samsn1	18	18	0	340261	1
Batf3	Mvp	17	17	0	340316.5	0
Fosl2	Otud7b	-18	18	0	340361	1
Ets2	Acvrl1	17	17	0	340419.5	0
Foxo1	Atad2b	18	18	0	340582.5	1
H1f0	Myo18a	17	17	0	340636	0
Rpa2	Srgn	-16	16	0	340639	0
Myb	Glipr1	-17	17	0	340698	0
Phtf2	Rassf1	-17	17	0	340755.5	0
Prkrir	Ptprf	-16	16	0	340902.5	0
Cebpb	Pag1	18	18	0	340991	1
Dnmt3a	Kcna3	17	17	0	341043.5	0
Ahr	Fam165b	17	17	0	341044	0
Id2	Rab6	16	16	0	341166	0
Fbxo18	Acot13	17	17	0	341195.5	0
Prkrir	Map4k4	-15	15	0	341205.5	0
Bcl3	Flot1	-17	17	0	341235	0
Batf3	Srxn1	18	18	0	341496.5	0
H1f0	Il12rb2	16	16	0	341497.5	0
Fli1	Icam1	-16	16	0	341551	0
Creb1	Ahr	-17	17	0	341698.5	0
Zfp36l1	Inpp5a	18	18	0	341707	0
Foxp1	Rrad	15	15	0	341842	1
Rora	Il17a	17	17	0	341938	1
Tbx21	Gdi1	16	16	0	342097	0
Irf5	Pacsin1	16	16	0	342243	1
Ikzf3	Narg2	-17	17	0	342291	0
Impdh1	Mafg	17	17	0	342293.5	0
Nfe2l2	Fosl2	17	17	0	342307	0
Rxra	Pla1a	17	17	0	342542	1
Pbx2	Srgn	-16	16	0	342608.5	0
Mafg	Flna	16	16	0	342704	0
Irf5	Ifit3	18	18	0	342729.5	0
Klf3	Adarb1	-16	16	0	342738.5	0
Ercc5	9030617o03rik	16	16	0	342788	0
H1f0	Asns	15	15	0	342825	0
Creb1	Pgrmc1	17	17	0	342971	0
Foxp1	Stat3	18	18	0	342982.5	1
Stat2	Ccl4	17	17	0	343140.5	0
Crebbp	Acot13	-16	16	0	343152	0
Max	Scml4	-17	17	0	343187	1
H2afx	Ggta1	16	16	0	343223.5	0
Kdm2b	Srpk1	16	16	0	343339	0
Nucb2	Nupr1	17	17	0	343411.5	0
Hmgn1	Il7r	-16	16	0	343433	0
Hopx	Rhoq	15	15	0	343593.5	0
Aes	Aim1	15	15	0	343621.5	0
Cebpb	Zfp362	16	16	0	343673	1
Crem	Trps1	18	18	0	343690	1
Sap30	Zscan21	-16	16	0	343765	0
Klf7	Ulk2	-17	17	0	343776.5	1
Klf3	Pml	16	16	0	343777.5	0
Ift57	Il2rb	16	16	0	343923.5	0
Creb1	Fndc3a	-17	17	0	343967	0
Egr2	Cxcr5	16	16	0	343969	1
Rel	Hook2	17	17	0	344180	0
Hmgn1	Fam114a2	-17	17	0	344189.5	0
Tbx21	Rgs11	16	16	0	344206.5	0
Rpa2	Dhrs4	18	18	0	344232	0
Runx1	Prickle1	17	17	0	344382	1
H2afx	Pter	17	17	0	344437	0
Vax2	Pim1	-16	16	0	344450.5	0
Nfe2l2	Gmfg	15	15	0	344601	0
Ing2	Helb	15	15	0	344616.5	0
H1f0	Tspyl4	15	15	0	344617	0
Nfatc1	Vps37b	-15	15	0	344636	0
Chd7	Vps54	16	16	0	344637	0
Cebpb	Ift57	-15	15	0	344703	1
Tcf12	Fes	16	16	0	344789	1
Nfe2l2	Scin	-16	16	0	344837	1
Plagl1	Gdpd5	-18	18	0	344968.5	1
Atf6	Ctla2b	15	15	0	344969	0
Ahr	Impdh1	16	16	0	344994	0
Gata3	Lyrm1	-18	18	0	345031	1
Rora	Zfp362	-16	16	0	345123.5	0
Ets1	Samsn1	-17	17	0	345133.5	1
Fli1	Lif	-17	17	0	345269	1
Pou2f2	Bik	-18	18	0	345299	0
Zbed4	Xrcc5	15	15	0	345368	0
Ing2	Mllt6	-17	17	0	345385.5	0
Rxra	Gata3	16	16	0	345469.5	1
Ifih1	Me2	-15	15	0	345485	0
Sap30	Tfg	16	16	0	345583	0
Xrcc5	Snx19	17	17	0	345636.5	0
Impdh1	Calcr	-18	18	0	345638.5	0
Tef	Tnfsf8	17	17	0	345756	1
Nupr1	H1f0	15	15	0	345772.5	0
Tbx21	Bzw2	-15	15	0	345790	0
Irf4	Pppde1	-17	17	0	345829	1
Stat3	Rad52	15	15	0	345869	0
Klf4	Fas	17	17	0	345904.5	1
Nfkb1	Ptger4	17	17	0	345992	1
Egr2	Ss18	15	15	0	345999	1
Zfp36l1	M6pr	15	15	0	346002.5	0
Cebpb	Hk2	-16	16	0	346191	1
Fosl2	Tpst1	-15	15	0	346299	0
Ets1	Tubb2b	-17	17	0	346442	0
Rad52	Bzw2	-15	15	0	346457	0
Ikzf3	Lrrfip1	16	16	0	346666	1
Scml4	Mxd1	16	16	0	346694.5	0
Klf7	Cs	16	16	0	346792.5	1
Tcf12	Sema4f	-16	16	0	346911	0
Hmgn1	Ube2v1	-17	17	0	346941	0
Batf3	Zfp362	-16	16	0	347005.5	0
Max	Gne	15	15	0	347014	1
Rbpj	Arhgap17	16	16	0	347042.5	0
Crem	Tnip2	15	15	0	347057.5	0
Cebpb	Pccb	16	16	0	347066	0
Stat2	Cog6	-17	17	0	347186	1
Pou2f2	Asap1	16	16	0	347229.5	0
Crebbp	Epc1	16	16	0	347242.5	0
Nfkb1	Tmbim1	15	15	0	347278.5	1
Ifih1	Dpp4	15	15	0	347405	0
Chd7	Bpnt1	-17	17	0	347422	0
Bcl3	Trib1	16	16	0	347456.5	0
Trim24	Glipr1	16	16	0	347515	0
Bcl3	Eaf2	-17	17	0	347734.5	0
Tbx21	Urm1	-16	16	0	347767	0
Hmgn1	Tsc22d3	-16	16	0	347774	0
Bcl11b	Mmd	-15	15	0	347803.5	0
Foxo1	Gata3	17	17	0	347806.5	1
Mxi1	Rdh11	-17	17	0	347862.5	0
Cebpb	Tnk2	17	17	0	347924	0
Pou2f2	Vgll4	15	15	0	347991.5	1
Klf4	Rcan3	15	15	0	348074	1
Hif1a	Ptger4	-17	17	0	348138	0
Klf3	Vegfb	-16	16	0	348311	0
Klf3	Krtcap2	-16	16	0	348320	0
Nfyb	Mycbp2	-14	14	0	348460.5	0
Ahr	Tbx21	-17	17	0	348494.5	0
Batf3	Inhba	15	15	0	348499.5	0
Mxi1	Gyk	-16	16	0	348532.5	0
H2afx	Calhm2	15	15	0	348544	0
Cebpb	Ptprf	-15	15	0	348594.5	0
Rpa2	Moap1	15	15	0	348666.5	0
Nfil3	Ripk3	16	16	0	348681.5	0
Max	Glcci1	-16	16	0	348800.5	1
Creb1	Rora	-15	15	0	348817.5	0
Hmgn1	Abcb1b	15	15	0	348943.5	0
Ikzf3	Ubiad1	-15	15	0	349002	0
Satb1	Pim1	15	15	0	349067	0
Nfyb	Plod3	15	15	0	349111	0
Tef	Ccl20	-17	17	0	349345	0
Irf5	Serpine1	-15	15	0	349375	0
Impdh1	Tle6	16	16	0	349428	0
Stat4	Nsg2	-15	15	0	349555.5	1
Mafg	Hist3h2a	17	17	0	349575.5	1
Zfp36l1	Tef	16	16	0	349591	0
Zfp239	Tsc22d3	-15	15	0	349641.5	0
Klf4	4930583h14rik	16	16	0	349655	0
Max	Tyw1	15	15	0	349683	0
Tcf25	Rara	16	16	0	349720.5	0
Hif1a	R3hdm1	15	15	0	349882	0
Hif1a	Ppme1	15	15	0	349972.5	0
Klf4	Mllt6	-16	16	0	350010	0
Nupr1	Rnh1	15	15	0	350055	0
Ikzf3	Prpsap2	-17	17	0	350071.5	0
Hif1a	Acvrl1	15	15	0	350207	0
Ski	Hopx	-15	15	0	350230.5	0
Tbx21	Xrcc5	-15	15	0	350253.5	0
Ing2	Trpv2	16	16	0	350256.5	0
Runx1	Papss1	16	16	0	350290	1
Pbx2	Rara	-17	17	0	350357	0
Pml	Etv6	15	15	0	350449	0
Rpa2	Ltb	-17	17	0	350612	0
Nucb2	Maged2	16	16	0	350660	0
Irf4	Me2	14	14	0	350692.5	1
Ets2	Tmem184b	16	16	0	350699.5	1
Zfp36l1	Dnajc27	15	15	0	350730.5	0
Foxp1	Cd83	16	16	0	350792.5	1
Ikzf3	A430005l14rik	-16	16	0	350835	0
Satb1	Fam165b	-15	15	0	350842	0
Bcl3	Sytl1	-17	17	0	351089.5	0
Fosl2	Il2ra	-16	16	0	351134	1
Foxp1	Trib1	16	16	0	351407.5	1
Hmgn1	Slc3a2	17	17	0	351459.5	0
Exo1	Fam114a2	-16	16	0	351537	0
Ski	Pycr1	-15	15	0	351646	0
Dnmt3a	Tnnt2	15	15	0	351723	0
Dnmt3a	Lbp	-16	16	0	351759	0
Nfkb1	Fam189b	-15	15	0	351812.5	0
Kdm2b	Vrk2	-15	15	0	351876.5	0
Tal2	Fut8	17	17	0	351916.5	0
Mxi1	Plxnc1	-14	14	0	352056	0
Creb1	Foxo1	-15	15	0	352137.5	0
Sox4	Psmd8	-15	15	0	352210.5	0
Klf4	Icam2	-15	15	0	352235	0
Tcf12	Hopx	-16	16	0	352410	1
Pou2f2	Parp8	14	14	0	352472	1
Creb1	Rnf149	-14	14	0	352475	0
Klf3	Ifi203	15	15	0	352480.5	0
Nfkb1	Gimap7	-15	15	0	352501.5	1
Foxp1	S100a4	15	15	0	352540	0
Egr2	Arhgef10	14	14	0	352727	1
Max	Cacna1s	16	16	0	352745.5	1
Sox4	Atad2b	15	15	0	352758.5	1
Rad52	Enah	15	15	0	352890.5	0
Hmgn1	Dgat1	-15	15	0	352904.5	0
Pknox1	Rpa2	-16	16	0	352925.5	0
Smarca2	Rpn1	-15	15	0	353083	0
Hif1a	Nfyb	15	15	0	353117.5	0
Pcbp4	Ptp4a1	-16	16	0	353174	0
Klf4	Ckap4	16	16	0	353296.5	0
Nupr1	Pycr1	15	15	0	353309	0
Foxp1	Dynll2	-15	15	0	353318.5	0
Sox4	Sepp1	14	14	0	353387	0
Aes	Slc29a3	-14	14	0	353399	0
Stat3	Csf2	14	14	0	353595.5	0
Rara	Stard10	-16	16	0	353636	1
Hopx	Plac8	14	14	0	353970	0
Dnmt3a	Pacsin1	14	14	0	354131.5	0
Sox4	Ifnar1	14	14	0	354161.5	0
Nfatc1	Sqstm1	-14	14	0	354221.5	0
Creb1	Cltb	-16	16	0	354230	1
Ets1	Cxcr5	-16	16	0	354238	1
Akna	Prkcd	15	15	0	354259	0
Id2	Fth1	15	15	0	354340.5	0
Dnmt3a	Itpk1	-15	15	0	354343.5	0
Tcf12	Ccrn4l	15	15	0	354392.5	1
Nfyb	Lime1	-14	14	0	354394.5	0
Pou2f2	Prkcd	15	15	0	354407.5	0
H1f0	Slc2a1	14	14	0	354419.5	0
Xrcc5	Ergic1	16	16	0	354432	0
Impdh1	Tspan13	-15	15	0	354444.5	0
Nfyb	Ifit3	-15	15	0	354676.5	0
H1f0	Sc4mol	14	14	0	354814.5	0
Klf3	Serpinb9	14	14	0	354827.5	1
Rpa2	Dyx1c1	15	15	0	354914.5	0
Nupr1	Cyr61	16	16	0	355084.5	0
Myb	Clec2i	-14	14	0	355179.5	0
Nfe2l2	Abhd6	-15	15	0	355333	0
Rorc	Il1r1	16	16	0	355406	1
Stat3	Enah	14	14	0	355406.5	0
Nfkb1	Slc29a3	15	15	0	355452	1
Rara	Ppic	15	15	0	355456	0
Eomes	Socs3	-16	16	0	355475.5	0
Rara	Rhbdf1	15	15	0	355477.5	0
Aes	Arrb2	14	14	0	355577.5	0
Myb	Cebpb	16	16	0	355587.5	0
Inhba	Piwil2	16	16	0	355744.5	0
Maf	Inhba	-14	14	0	355816	0
Nfkb1	Lad1	15	15	0	355890.5	1
Pou2f2	1700081l11rik	15	15	0	355978.5	0
Rel	Bcl3	15	15	0	355991.5	1
Hmgn1	Tes	-15	15	0	356050.5	0
Bcl3	Sf3b3	15	15	0	356138.5	0
Hmgn1	Pet112l	15	15	0	356178.5	0
Inhba	Rora	15	15	0	356225	0
Arid5a	Cd86	15	15	0	356390.5	1
Klf4	Abhd14b	15	15	0	356513.5	0
Klf3	Rbm15	16	16	0	356732	1
Ski	Lrmp	-14	14	0	356871.5	0
Max	Zyg11b	-14	14	0	356923	1
Satb1	Ctla2a	15	15	0	357100	0
Nfyb	Glcci1	-14	14	0	357178	0
Fbxo18	Aim2	16	16	0	357194	0
Arid3a	Nsmaf	16	16	0	357247.5	1
Ski	Ifitm2	-14	14	0	357292.5	0
Pou2f2	Narg2	-16	16	0	357299	0
Egr2	Gmfg	15	15	0	357331.5	1
Fbxo18	Decr1	14	14	0	357339	0
Id2	Cutc	-16	16	0	357343.5	0
Sirt2	Upp1	16	16	0	357351	0
Rara	Foxo1	-15	15	0	357379.5	1
Egr2	Tax1bp3	14	14	0	357387.5	0
Myb	Rasal1	-14	14	0	357419	0
Ikzf3	Rcan3	15	15	0	357434	1
Rel	Casp6	15	15	0	357491.5	0
Chd7	Cxcr3	14	14	0	357539.5	0
Ift57	Ets2	-15	15	0	357615.5	0
Zfp36l1	Pcgf1	-15	15	0	357631	0
Stat3	Flot1	15	15	0	357646.5	1
Rora	D730040f13rik	-16	16	0	357675.5	0
Nupr1	2310004i24rik	15	15	0	357693	0
Tal2	Akr1c12	16	16	0	357712.5	0
Txk	Fth1	14	14	0	357784.5	0
Cebpb	Cd1d1	14	14	0	357859.5	0
Pcbp4	Rbms2	16	16	0	357897	0
Ski	Nsmaf	-16	16	0	358015	0
Klf7	Zscan21	-15	15	0	358057	1
Akna	Ikbke	14	14	0	358100.5	0
Nfyb	Ifit1	-15	15	0	358131.5	0
Ifih1	Fam129b	-14	14	0	358141	0
Tal2	Fap	14	14	0	358315	0
Nfyb	Wee1	13	13	0	358345	0
Nfatc2	Polr3gl	-14	14	0	358351	0
Exo1	Lclat1	14	14	0	358375	0
Stat3	Ptp4a1	-15	15	0	358442	1
Batf	Plekhf2	15	15	0	358469.5	1
Klf7	Asns	14	14	0	358478.5	1
Ahr	Itpr1	-16	16	0	358516.5	1
Foxo1	Ppp3cc	16	16	0	358611.5	1
Maf	Rhoq	-14	14	0	358629.5	0
Scml4	Kctd12	14	14	0	358737	0
Egr2	Slc30a1	15	15	0	358911.5	0
Aes	Mical1	15	15	0	358917.5	0
Rpa2	Pkp4	15	15	0	358964.5	0
Inhba	C1s	14	14	0	358981	0
Hmgn1	Gart	14	14	0	359027	0
Max	Nln	15	15	0	359086	1
Ikzf3	Atp6v1d	14	14	0	359112.5	0
Myb	Lta	14	14	0	359126	0
Irf5	C2cd2l	-14	14	0	359159.5	0
Prkrir	Tmem120b	15	15	0	359184.5	0
Runx1	Dhrs3	16	16	0	359229	1
Klf7	Psmd8	14	14	0	359243.5	0
Sap30	Apbb1ip	-15	15	0	359262.5	0
Klf4	Sdcbp2	15	15	0	359284	1
Creb1	Id3	14	14	0	359287	0
Impdh1	Mapk6	16	16	0	359307	0
Son	Retsat	-15	15	0	359428.5	0
Crebbp	Cstf2t	14	14	0	359470	0
Irf4	Syt11	14	14	0	359476.5	0
Prkrir	Snx9	14	14	0	359476.5	0
Nfatc1	Epc1	-13	13	0	359557	0
Batf3	Gap43	15	15	0	359562.5	1
Ets2	Tec	15	15	0	359620	1
Zfp36l1	Parp6	14	14	0	359639	0
H1f0	Tmbim1	14	14	0	359711	0
Rbpj	Myd88	-15	15	0	359736.5	0
Maff	Ptprf	10	14	0	359860.5	1
Zfp36l1	Dusp1	14	14	0	359909	0
Mxi1	2810021b07rik	-15	15	0	359917	0
Zfp239	H2-eb1	-14	14	0	360015	0
Vax2	Bc002230	15	15	0	360096	0
Aim2	Endod1	16	16	0	360097	0
Rxra	Bpnt1	-16	16	0	360156	1
Rxra	Creb1	-16	16	0	360163	1
Exo1	Qprt	-14	14	0	360188.5	0
Ahr	Tnfaip8	-15	15	0	360228.5	0
Exo1	Tmem48	14	14	0	360238.5	0
Stat3	Smox	15	15	0	360241	1
Cebpb	Tnfsf11	15	15	0	360243	1
Irf5	Capn2	-13	13	0	360303.5	0
Max	Stat2	-15	15	0	360345.5	0
Hopx	Selenbp1	15	15	0	360362	0
Stat3	Fut7	15	15	0	360453.5	1
Batf3	Itih5	-15	15	0	360473.5	0
Creb1	Tacc2	14	14	0	360539	1
Klf3	Psmd8	-15	15	0	360568	0
Impdh1	Cadm1	-16	16	0	360576	0
Rara	Sema4d	-16	16	0	360591.5	1
Lef1	Serpinb9	15	15	0	360716.5	1
Klf4	Slc29a3	15	15	0	360741	1
Tcf12	Acvrl1	-14	14	0	360827.5	0
Chd7	H2-ab1	14	14	0	360883.5	0
Satb1	Smox	14	14	0	360921	0
Nfyb	Ift57	13	13	0	361060.5	0
Hif1a	Ppic	-14	14	0	361124	0
Zfp239	Zfp36l1	-13	13	0	361143	0
Egr2	Aim1	13	13	0	361182.5	0
Tcf12	Lpin2	-15	15	0	361232	1
Thap4	Syf2	-15	15	0	361331.5	0
Irf5	Sytl3	15	15	0	361401	1
Foxo1	Pla1a	15	15	0	361402.5	1
Ets1	Rraga	-16	16	0	361419.5	1
Max	Decr1	13	13	0	361541.5	1
Dnmt3a	Impdh1	14	14	0	361587	0
Trim24	Reps1	15	15	0	361672	0
Egr2	Sh3kbp1	14	14	0	361693.5	1
Atf6	Ifitm3	-15	15	0	361805	0
Irf5	Mical1	-13	13	0	361950	0
Ifih1	Csf2	14	14	0	362036.5	0
Exo1	Calhm2	14	14	0	362061.5	0
Rpa2	Rbm15	14	14	0	362096	0
Tbx21	H2-ab1	14	14	0	362238.5	0
Tcf12	Ccl20	14	14	0	362313	1
Myb	Ccr7	-15	15	0	362318	1
Pcbp4	Vegfb	15	15	0	362362.5	0
Etv6	Asap1	14	14	0	362411.5	1
Tcf12	Pmepa1	13	13	0	362431	1
Klf3	Mapkbp1	-14	14	0	362436.5	0
Dnmt3a	Psme2	14	14	0	362447.5	0
Nfe2l2	Il10	14	14	0	362454	0
Tef	Slco3a1	-15	15	0	362474	1
Rara	Tspan5	-14	14	0	362489	0
Tbx21	Srgap3	15	15	0	362615	1
Arid5a	Procr	14	14	0	362792	0
H1f0	Cdc25b	13	13	0	362812	0
Bcl3	Ccr5	-15	15	0	362833.5	0
Runx1	Acot13	14	14	0	362842	0
Myb	Me2	14	14	0	362898	0
Stat4	Tnfsf11	-14	14	0	362910	0
Nfyb	Ccng1	14	14	0	362954	1
Rara	Serpinc1	14	14	0	362956.5	0
Klf10	Ripk3	15	15	0	363061.5	0
Stat3	Unc119b	14	14	0	363124	1
Gfi1	Ephx1	13	13	0	363212.5	0
Aes	Igfbp4	14	14	0	363213.5	0
Sox4	Klf7	13	13	0	363240	1
Mxi1	Zfp36l1	13	13	0	363255.5	0
Bcl3	Vldlr	-15	15	0	363291	0
Ifih1	Ms4a6c	13	13	0	363339	0
Klf3	Rasal1	14	14	0	363368	0
Ets1	Akr1c13	15	15	0	363377	1
Stat3	Padi2	14	14	0	363455	1
Rara	Phtf2	15	15	0	363632.5	1
Batf3	C1s	14	14	0	363636	0
Fosl2	Ifitm1	-15	15	0	363644	1
Ski	Rgs11	-13	13	0	363661	0
Zbed4	Pex19	14	14	0	363661.5	0
Gata3	Cnot1	15	15	0	363669.5	0
Irf5	Cela1	-14	14	0	363711	0
Klf3	Litaf	14	14	0	363760	1
Mxi1	Ndufv3	-14	14	0	363960.5	1
Klf3	Stat2	14	14	0	364003	0
Hmgn1	Abhd14b	-15	15	0	364010.5	0
H1f0	Narf	13	13	0	364070.5	0
